,Title,Release Date,Team,Rating,Times Listed,Number of Reviews,Genres,Plays,Playing,Backlogs,Wishlist,Developer,Publisher,Year Released,Month Released,Game Type,Genre 1,Genre 2,Genre 3,Genre 4,Genre 5,Genre 6,Total Sales,North American Sales,Japan Sales,PAL Sales,Other Sales,Console
1079,Rayman Origins,15-Nov-11,"['Ubisoft Montpellier', 'Ubisoft Entertainment']",3.8,547,547,"['Adventure', 'Platform']",6200,85,1.2K,417,Ubisoft,Ubisoft,2011,Nov,AAA,Adventure,Platform,,,,,0.78,0.38,,0.32,0.08,"['PS3', 'Wii', 'X360']"
1081,Hitman 2,13-Nov-18,"['WB Games', 'IO Interactive']",4,605,605,"['Adventure', 'Shooter', 'Tactical']",5000,164,1.8K,607,IO Interactive,Warner Bros. Interactive Entertainment,2018,Nov,AAA,Adventure,Shooter,Tactical,,,,,,,,,"['PS4', 'XOne', 'PC']"
1082,Max Payne 3,15-May-12,"['Rockstar Games', 'Rockstar Vancouver']",3.7,593,593,['Shooter'],5600,43,1K,518,Rockstar Studios,Rockstar Games,2012,May,AAA,Shooter,,,,,,1.63,0.86,0.01,0.62,0.13,"['PS3', 'PC', 'X360']"
1083,Catherine: Full Body,14-Feb-19,"['Atlus', 'Studio Zero']",3.8,451,451,"['Adventure', 'Platform', 'Puzzle', 'Simulator', 'Strategy']",2600,152,1.7K,1.2K,Atlus,Atlus,2019,Feb,AAA,Adventure,Platform,Puzzle,Simulator,Strategy,,,,,,,"['PS4', 'PSV']"
1084,Kirby: Planet Robobot,28-Apr-16,"['HAL Laboratory', 'Nintendo']",4.2,669,669,"['Adventure', 'Platform']",3600,82,1K,644,HAL Laboratory,Nintendo,2016,Apr,AAA,Adventure,Platform,,,,,,,,,,['3DS']
1085,Battlefield 1,21-Oct-16,"['EA Digital Illusions CE', 'Electronic Arts']",3.4,513,513,['Shooter'],7200,108,741,150,EA DICE,Electronic Arts,2016,Oct,AAA,Shooter,,,,,,0.77,0.3,,0.41,0.06,"['PS4', 'XOne', 'PC']"
1087,Persona 2: Eternal Punishment,29-Jun-00,['Atlus'],4.1,594,594,"['Adventure', 'RPG']",1600,107,2K,993,Atlus Co.,Atlus,2000,Jun,AAA,Adventure,RPG,,,,,0.35,0.03,0.28,0.02,0.02,['PS']
1089,Super Paper Mario,9-Apr-07,"['Nintendo', 'Intelligent Systems']",3.8,688,688,"['Adventure', 'Platform', 'RPG']",6200,76,1.5K,572,Intelligent Systems,Nintendo,2007,Apr,AAA,Adventure,Platform,RPG,,,,,,,,,['Wii']
1091,Bugsnax,12-Nov-20,['Young Horses'],3.6,625,625,"['Adventure', 'Indie', 'Puzzle']",2700,141,1.3K,671,Young Horses,Young Horses,2020,Nov,Indie,Adventure,Indie,Puzzle,,,,,,,,,"['PC', 'PS5', 'PS4']"
1094,Super Castlevania IV,31-Oct-91,['Konami'],3.7,627,627,"['Adventure', 'Platform']",3700,45,863,271,Konami,Konami,1991,Oct,AAA,Adventure,Platform,,,,,0.63,0.32,0.25,0.05,0.01,['SNES']
1095,Brothers: A Tale of Two Sons,7-Aug-13,"['Starbreeze Studios', 'Spike ChunSoft']",3.5,511,511,"['Adventure', 'Indie', 'Puzzle']",4000,28,1.3K,334,Starbreeze Studios,505 Games,2013,Aug,Indie,Adventure,Indie,Puzzle,,,,,,,,,"['PC', 'X360', 'PS3']"
1096,Call of Duty: Modern Warfare,25-Oct-19,"['Infinity Ward', 'Activision']",3.4,525,525,['Shooter'],5100,84,431,339,Infinity Ward,Activision,2019,Oct,AAA,Shooter,,,,,,,,,,,"['PC', 'PS4', 'XOne']"
1097,GoldenEye 007,23-Aug-97,"['Nintendo', 'Rare']",3.6,610,610,['Shooter'],4500,60,646,334,Rare Ltd.,Nintendo,1997,Aug,AAA,Shooter,,,,,,,,,,,['N64']
1100,Gravity Rush 2,18-Jan-17,"['SIE Japan Studio', 'Sony Interactive Entertainment']",3.9,516,516,"['Adventure', 'Platform']",2100,122,1.9K,1K,SIE Japan Studio,Sony Interactive Entertainment,2017,Jan,AAA,Adventure,Platform,,,,,0.35,0.13,0.13,0.05,0.04,['PS4']
1101,Metroid Prime 2: Echoes,15-Nov-04,"['Retro Studios', 'Nintendo']",4,606,606,"['Adventure', 'Platform', 'Shooter']",3000,75,1.8K,588,Retro Studios,Nintendo,2004,Nov,AAA,Adventure,Platform,Shooter,,,,,,,,,['GC']
1102,The Forest,30-Apr-18,['Endnight Games Ltd'],3.2,293,293,"['Adventure', 'Indie', 'Puzzle', 'Simulator']",4500,143,597,291,Endnight Games Ltd,Endnight Games Ltd,2018,Apr,Indie,Adventure,Indie,Puzzle,Simulator,,,,,,,,['Series']
1108,Fire Emblem: Path of Radiance,20-Apr-05,"['Intelligent Systems Co., Ltd.', 'Nintendo']",4.2,703,703,"['RPG', 'Strategy', 'Tactical', 'Turn Based Strategy']",2900,155,1.5K,716,Intelligent Systems,Nintendo,2005,Apr,AAA,RPG,Strategy,Tactical,Turn Based Strategy,,,0.54,0.29,0.16,0.08,0.01,['GC']
1112,Hotel Dusk: Room 215,22-Jan-07,"['Nintendo', 'Cing']",4,439,439,"['Adventure', 'Point-and-Click', 'Puzzle', 'Visual Novel']",1600,87,1.3K,838,Cing,Nintendo,2007,Jan,AAA,Adventure,Point-and-Click,Puzzle,Visual Novel,,,0.54,0.26,0.22,0.04,0.03,['DS']
1114,Fez,13-Apr-12,['Microsoft Studios'],3.6,493,493,"['Adventure', 'Indie', 'Platform', 'Puzzle']",4400,90,1.5K,561,Polytron Corporation,Trapdoor,2012,Apr,AAA,Adventure,Indie,Platform,Puzzle,,,,,,,,['XBL']
1117,Shin Megami Tensei: Persona,22-Oct-09,['Atlus'],2.9,416,416,['RPG'],2500,161,1.6K,797,Atlus Co.,Atlus,2009,Oct,AAA,RPG,,,,,,,,,,,"['PSP', 'PSN']"
1120,God of War: Chains of Olympus,4-Mar-08,"['Sony Computer Entertainment, Inc. (SCEI)', 'Ready at Dawn']",3.2,396,396,"['Adventure', 'Brawler']",4000,31,599,300,Ready at Dawn,Sony Computer Entertainment,2008,Mar,AAA,Adventure,Brawler,,,,,,,,,,['PSP']
1121,Splatoon,28-May-15,"['Nintendo EAD Group No. 2', 'Nintendo']",3.7,509,509,"['Platform', 'Shooter']",6100,28,320,227,Nintendo,Nintendo,2015,May,AAA,Platform,Shooter,,,,,,,,,,"['Series', 'WiiU']"
1124,Sonic Rush,15-Nov-05,"['Sonic Team', 'Sega']",3.6,536,536,['Platform'],4600,61,671,292,Dimps Corporation,Sega,2005,Nov,AAA,Platform,,,,,,,,,,,['DS']
1125,Chrono Trigger,20-Nov-08,['Square Enix'],4.4,295,295,['Adventure'],2400,135,1.3K,499,Square Enix,Square Enix,2008,Nov,AAA,Adventure,,,,,,,,,,,['DS']
1126,Street Fighter V,15-Feb-16,['Capcom'],3,377,377,"['Arcade', 'Fighting']",5000,109,482,166,Capcom,Capcom,2016,Feb,AAA,Arcade,Fighting,,,,,0.07,0.0,,0.06,0.0,"['PS4', 'PC']"
1128,Bully: Scholarship Edition,4-Feb-08,"['Rockstar Games', 'Rockstar Toronto']",4,330,330,['Adventure'],3900,92,1K,457,Rockstar Vancouver/Mad Doc Software,Rockstar Games,2008,Feb,AAA,Adventure,,,,,,0.03,0.0,,0.02,0.0,"['X360', 'Wii', 'PC']"
1129,Borderlands: The Pre-Sequel,14-Oct-14,"['Take-Two Interactive', 'Gearbox Software']",2.9,375,375,"['RPG', 'Shooter']",5300,100,1.9K,238,Unknown,2K Games,2014,Oct,AAA,RPG,Shooter,,,,,0.32,0.14,,0.15,0.03,"['X360', 'PS3', 'PC']"
1131,Alice: Madness Returns,14-Jun-11,"['Electronic Arts', 'Spicy Horse Games']",3.5,358,358,"['Adventure', 'Brawler', 'Platform']",2800,113,1.2K,636,Spicy Horse,Electronic Arts,2011,Jun,AAA,Adventure,Brawler,Platform,,,,0.12,,,0.1,0.01,"['PS3', 'X360', 'PC']"
1135,Geometry Dash,12-Aug-13,['RobTop Games'],3.1,197,197,"['Adventure', 'Arcade', 'Indie', 'Music', 'Platform']",5100,95,181,42,Unknown,Robert Topala,2013,Aug,Indie,Adventure,Arcade,Indie,Music,Platform,,,,,,,['And']
1138,Half-Life: Alyx,23-Mar-20,['Valve'],4.6,515,515,"['Adventure', 'Puzzle', 'Shooter']",1900,210,1.2K,1.4K,Valve,Valve,2020,Mar,AAA,Adventure,Puzzle,Shooter,,,,,,,,,['PC']
1140,Mortal Kombat,19-Apr-11,"['NetherRealm Studios', 'WB Games']",3.6,468,468,['Fighting'],6600,19,289,120,NetherRealm Studios,Warner Bros. Interactive,2011,Apr,AAA,Fighting,,,,,,1.14,0.85,,0.19,0.1,"['PS3', 'X360']"
1141,Resident Evil,22-Mar-96,"['Capcom', 'Capcom Planning Room 2']",3.7,688,688,"['Adventure', 'Puzzle']",3400,41,577,323,Capcom,Capcom,1996,Mar,AAA,Adventure,Puzzle,,,,,,,,,,"['PS', 'Series']"
1142,Call of Duty: Ghosts,5-Nov-13,"['Neversoft Entertainment', 'Activision']",2.4,411,411,['Shooter'],6500,9,353,150,Infinity Ward,Activision,2013,Nov,AAA,Shooter,,,,,,0.35,0.22,0.01,0.09,0.03,"['X360', 'PS3', 'PS4', 'XOne', 'PC', 'WiiU']"
1145,Oxenfree,14-Jan-16,['Night School Studio'],3.6,592,592,"['Adventure', 'Indie']",3900,70,1.7K,449,Night School Studio,Night School Studio,2016,Jan,Indie,Adventure,Indie,,,,,,,,,,['XOne']
1146,Overcooked! 2,7-Aug-18,"['Ghost Town Games', 'Team17']",3.6,414,414,"['Arcade', 'Indie', 'Simulator', 'Strategy', 'Tactical']",4900,227,889,184,Ghost Town Games,Sold Out,2018,Aug,Indie,Arcade,Indie,Simulator,Strategy,Tactical,,0.08,0.07,,0.0,0.01,"['NS', 'PS4', 'XOne']"
1148,Sly Cooper and the Thievius Raccoonus,23-Sep-02,"['Sucker Punch Productions', 'Sony Computer Entertainment']",3.7,525,525,"['Adventure', 'Platform']",3700,44,772,391,Sucker Punch,Sony Computer Entertainment,2002,Sep,AAA,Adventure,Platform,,,,,1.21,1.03,,0.14,0.04,['PS2']
1152,Spore,4-Sep-08,"['Maxis', 'Electronic Arts']",3.3,238,238,"['Adventure', 'Real Time Strategy', 'RPG', 'Simulator', 'Strategy']",6000,34,427,170,Maxis,Electronic Arts,2008,Sep,AAA,Adventure,Real Time Strategy,RPG,Simulator,Strategy,,1.16,0.03,,1.06,0.07,['PC']
1154,Klonoa 2: Lunatea's Veil,22-Mar-01,['Namco'],4.2,379,379,"['Adventure', 'Platform', 'Sport']",1100,31,573,399,Namco,Namco,2001,Mar,AAA,Adventure,Platform,Sport,,,,0.33,0.12,0.08,0.1,0.03,['PS2']
1157,Far Cry 3: Blood Dragon,1-May-13,['Ubisoft Montreal'],3.4,329,329,"['Adventure', 'Shooter']",4400,15,946,275,Ubisoft Montreal,Ubisoft,2013,May,AAA,Adventure,Shooter,,,,,,,,,,"['PS3', 'X360', 'PC']"
1158,BattleBlock Theater,3-Apr-13,"['Microsoft Studios', 'The Behemoth']",3.5,272,272,"['Adventure', 'Indie', 'Platform', 'Puzzle']",5500,83,750,163,The Behemoth,The Behemoth,2013,Apr,AAA,Adventure,Indie,Platform,Puzzle,,,,,,,,['XBL']
1161,Naruto Shippuden: Ultimate Ninja Storm 4,4-Feb-16,"['Bandai Namco Entertainment', 'CyberConnect2']",3.5,264,264,"['Adventure', 'Fighting']",4800,45,366,134,CyberConnect2,Bandai Namco Entertainment,2016,Feb,AAA,Adventure,Fighting,,,,,0.0,,,0.0,0.0,"['PS4', 'XOne', 'PC']"
1162,Mega Man 3,28-Sep-90,['Capcom'],3.4,599,599,"['Adventure', 'Platform']",3800,25,470,140,Capcom,Capcom,1990,Sep,AAA,Adventure,Platform,,,,,,,,,,['NES']
1170,Castlevania: Circle of the Moon,21-Mar-01,['Konami'],3,362,362,"['Adventure', 'Platform', 'RPG']",2100,62,742,272,KCEK,Konami,2001,Mar,AAA,Adventure,Platform,RPG,,,,0.89,0.6,0.05,0.22,0.02,['GBA']
1174,Beyond Good & Evil,11-Nov-03,"['Ubisoft Shanghai', 'Ubisoft']",3.9,436,436,"['Adventure', 'Shooter']",2300,35,1.5K,629,Ubisoft Montpellier,Ubisoft,2003,Nov,AAA,Adventure,Shooter,,,,,0.0,,,0.0,,"['PS2', 'XB', 'GC', 'PC']"
1175,Metroid II: Return of Samus,26-Aug-91,"['Nintendo', 'Nintendo R&D1']",3.1,445,445,"['Adventure', 'Platform', 'Shooter']",2100,39,595,193,Intelligent Systems,Nintendo,1991,Aug,AAA,Adventure,Platform,Shooter,,,,,,,,,['GB']
1178,Crash Team Racing,30-Sep-99,"['Naughty Dog', 'Sony Computer Entertainment, Inc. (SCEI)']",4,455,455,['Racing'],4800,18,327,165,Naughty Dog,Sony Computer Entertainment,1999,Sep,AAA,Racing,,,,,,4.79,2.57,0.44,1.57,0.21,['PS']
1179,Carrion,23-Jul-20,"['Phobia Game Studio', 'Devolver Digital']",3.3,432,432,"['Adventure', 'Indie', 'Platform']",2800,83,729,601,Phobia Game Studio,Devolver Digital,2020,Jul,Indie,Adventure,Indie,Platform,,,,,,,,,"['PC', 'XOne', 'PS4']"
1180,Gears of War 2,7-Nov-08,"['Microsoft Game Studios', 'Epic Games']",3.7,504,504,['Shooter'],4600,31,522,225,Epic Games,Microsoft Game Studios,2008,Nov,AAA,Shooter,,,,,,,,,,,['X360']
1182,The Legend of Zelda: Oracle of Seasons,27-Feb-01,"['Nintendo', 'Capcom']",3.7,544,544,"['Adventure', 'RPG']",3100,65,1.6K,489,Flagship,Nintendo,2001,Feb,AAA,Adventure,RPG,,,,,1.86,0.87,0.41,0.52,0.06,['GBC']
1184,God of War: Ascension,12-Mar-13,"['Sony Computer Entertainment, Inc. (SCEI)', 'SIE Santa Monica Studio']",2.9,318,318,"['Adventure', 'Brawler']",2700,27,625,351,SCEA Santa Monica Studio,Sony Computer Entertainment,2013,Mar,AAA,Adventure,Brawler,,,,,2.4,1.23,0.04,0.72,0.41,['PS3']
1185,Xenosaga Episode III: Also sprach Zarathustra,6-Jul-06,"['Namco Bandai Games', 'Monolith Soft']",4.3,399,399,"['Adventure', 'RPG']",762,23,908,448,Monolith Soft,Namco,2006,Jul,AAA,Adventure,RPG,,,,,,,,,,['PS2']
1186,Kirby's Dream Land 3,27-Nov-97,"['Nintendo', 'HAL Laboratory']",3.4,469,469,"['Adventure', 'Platform']",2600,49,750,179,HAL Laboratory,Nintendo,1997,Nov,AAA,Adventure,Platform,,,,,0.36,,0.36,,0.0,['SNES']
1187,Castlevania: Harmony of Dissonance,6-Jun-02,['Konami Computer Entertainment Tokyo'],3.2,399,399,"['Adventure', 'Platform', 'RPG']",2000,51,802,288,Konami Computer Entertainment Tokyo,Konami,2002,Jun,AAA,Adventure,Platform,RPG,,,,0.26,0.16,0.04,0.06,0.0,['GBA']
1188,Shantae and the Pirate's Curse,22-Oct-14,"['WayForward Technologies', 'Intergrow']",3.8,392,392,"['Adventure', 'Indie', 'Platform', 'RPG']",2200,72,1.1K,449,WayForward Technologies,WayForward Technologies,2014,Oct,Indie,Adventure,Indie,Platform,RPG,,,,,,,,['WiiU']
1194,Castlevania III: Dracula's Curse,1-Sep-90,"['Konami', 'Palcom']",3.6,501,501,"['Adventure', 'Platform']",2400,36,606,217,Konami,Konami,1990,Sep,AAA,Adventure,Platform,,,,,0.85,0.4,0.37,0.07,0.01,['NES']
1196,Call of Duty: Advanced Warfare,3-Nov-14,"['Activision', 'Sledgehammer Games']",2.5,415,415,['Shooter'],5200,13,308,151,Sledgehammer Games,Activision,2014,Nov,AAA,Shooter,,,,,,0.42,0.17,,0.22,0.03,"['PS4', 'XOne', 'X360', 'PS3', 'PC']"
1199,Mario Kart: Super Circuit,21-Jul-01,['Nintendo'],2.8,389,389,['Racing'],3700,24,256,101,Intelligent Systems,Nintendo,2001,Jul,AAA,Racing,,,,,,,,,,,['GBA']
1203,Tetris,14-May-89,['Nintendo'],4,197,197,['Puzzle'],2500,18,76,21,Bullet Proof Software,Nintendo,1989,May,AAA,Puzzle,,,,,,,,,,,"['GB', 'NES']"
1204,Rule of Rose,19-Jan-06,"['Atlus USA', 'Punchline']",3.8,394,394,"['Adventure', 'Puzzle']",727,33,796,770,Punchline / Shirogumi,Atlus,2006,Jan,AAA,Adventure,Puzzle,,,,,0.02,0.01,,0.01,0.0,['PS2']
1205,Lollipop Chainsaw,12-Jun-12,"['Grasshopper Manufacture', 'WB Games']",3.4,295,295,['Brawler'],1600,32,717,695,Grasshopper Manufacture,Warner Bros. Interactive Entertainment,2012,Jun,AAA,Brawler,,,,,,0.48,0.31,0.02,0.12,0.04,"['PS3', 'X360']"
1211,Resident Evil: Revelations,26-Jan-12,"['Tose', 'Capcom']",3.2,469,469,"['Adventure', 'Shooter']",2900,55,939,297,Capcom,Capcom,2012,Jan,AAA,Adventure,Shooter,,,,,0.89,0.3,0.3,0.23,0.05,['3DS']
1212,Shin Megami Tensei,30-Oct-92,['Atlus'],3.3,433,433,['RPG'],1300,146,868,455,Atlus Co.,Atlus,1992,Oct,AAA,RPG,,,,,,,,,,,['SNES']
1215,Battlefield: Bad Company 2,2-Mar-10,"['EA Digital Illusions CE', 'Electronic Arts']",3.6,288,288,"['Adventure', 'Shooter', 'Simulator', 'Strategy']",4200,23,349,119,EA DICE,Electronic Arts,2010,Mar,AAA,Adventure,Shooter,Simulator,Strategy,,,,,,,,"['X360', 'PS3', 'PC', 'XBL']"
1218,Sid Meier's Civilization V,21-Sep-10,"['2K Games', 'Firaxis Games']",3.9,320,320,"['Simulator', 'Strategy', 'Turn Based Strategy']",5400,56,369,140,Firaxis Games,2K Games,2010,Sep,AAA,Simulator,Strategy,Turn Based Strategy,,,,1.7,1.0,,0.53,0.17,['PC']
1224,LEGO Harry Potter: Years 1-4,25-Jun-10,"['WB Games', ""Traveller's Tales""]",3.2,349,349,"['Adventure', 'Platform', 'Puzzle']",4100,53,449,113,Traveller's Tales,Warner Bros. Interactive,2010,Jun,AAA,Adventure,Platform,Puzzle,,,,,,,,,"['Wii', 'DS', 'X360', 'PS3', 'PSP', 'PC', 'PSN']"
1227,For Honor,13-Feb-17,"['Ubisoft Entertainment', 'Ubisoft Montreal']",2.8,236,236,"['Brawler', 'Fighting']",4100,56,579,91,Ubisoft Montreal,Ubisoft,2017,Feb,AAA,Brawler,Fighting,,,,,0.04,0.02,,0.02,0.0,"['PS4', 'XOne', 'PC']"
1228,Sonic Lost World,18-Oct-13,"['Nintendo', 'Sonic Team']",2.5,395,395,"['Adventure', 'Platform']",2500,34,498,214,Sonic Team/Dimps Corporation,Sega,2013,Oct,AAA,Adventure,Platform,,,,,0.37,0.2,0.01,0.13,0.03,"['3DS', 'WiiU']"
1235,Halo 5: Guardians,27-Oct-15,"['343 Industries', 'Microsoft Studios']",2.5,500,500,['Shooter'],3500,31,602,257,343 Industries,Microsoft Studios,2015,Oct,AAA,Shooter,,,,,,,,,,,['XOne']
1237,Ultimate Spider-Man,21-Sep-05,"['Activision', 'Beenox']",3.6,300,300,['Brawler'],3700,25,382,280,Treyarch,Activision,2005,Sep,AAA,Brawler,,,,,,0.01,0.01,,,0.0,"['PS2', 'XB', 'GC', 'GBA', 'DS', 'PC']"
1239,Secret of Mana,6-Aug-93,"['Square Enix', 'Square']",3.3,413,413,['RPG'],1900,57,1.3K,511,SquareSoft,Square,1993,Aug,AAA,RPG,,,,,,,,,,,['SNES']
1246,Dante's Inferno,4-Feb-10,"['Electronic Arts', 'Visceral Games']",3.2,321,321,"['Adventure', 'Brawler']",2600,40,567,334,Visceral Games,Electronic Arts,2010,Feb,AAA,Adventure,Brawler,,,,,0.2,0.12,0.01,0.04,0.02,"['PS3', 'X360', 'PSP']"
1247,Haunting Ground,21-Apr-05,"['Capcom Production Studio 1', 'Capcom']",3.8,281,281,['Adventure'],597,29,625,572,Capcom Production Studio 1,Capcom,2005,Apr,AAA,Adventure,,,,,,0.07,0.03,,0.03,0.01,['PS2']
1253,Fire Emblem: Thracia 776,1-Sep-99,"['Intelligent Systems Co., Ltd.', 'Nintendo']",4.1,329,329,"['RPG', 'Strategy', 'Tactical']",820,65,771,329,Intelligent Systems,Nintendo,1999,Sep,AAA,RPG,Strategy,Tactical,,,,0.26,,0.26,,,['SNES']
1254,Moonlighter,29-May-18,"['Digital Sun Games', '11 bit studios']",3.2,280,280,"['Adventure', 'Brawler', 'Indie', 'RPG', 'Simulator']",2200,134,1.2K,309,Digital Sun,11 bit studios,2018,May,Indie,Adventure,Brawler,Indie,RPG,Simulator,,,,,,,"['NS', 'PS4', 'XOne', 'PC']"
1255,Pikmin 3,13-Jul-13,"['Nintendo EAD Software Development Group No.4', 'Nintendo']",4,388,388,"['Adventure', 'Real Time Strategy']",2700,39,797,385,Nintendo EAD,Nintendo,2013,Jul,AAA,Adventure,Real Time Strategy,,,,,,,,,,['WiiU']
1256,Five Nights at Freddy's 4,23-Jul-15,"['Scottgames', 'Clickteam']",2.8,199,199,"['Adventure', 'Indie', 'Point-and-Click', 'Simulator', 'Strategy']",3300,13,216,111,Scott Cawthon,Scott Cawthon,2015,Jul,Indie,Adventure,Indie,Point-and-Click,Simulator,Strategy,,,,,,,['PC']
1260,Crysis,13-Nov-07,"['Crytek Frankfurt', 'Electronic Arts']",3.2,224,224,"['Adventure', 'Shooter']",3000,26,561,241,Crytek,Electronic Arts,2007,Nov,AAA,Adventure,Shooter,,,,,,,,,,"['Series', 'PC']"
1261,Fallout Shelter,14-Jun-15,"['Bethesda Game Studios', 'Bethesda Softworks']",2.4,172,172,"['RPG', 'Simulator', 'Strategy']",5300,44,214,38,Bethesda Softworks,Bethesda Softworks,2015,Jun,AAA,RPG,Simulator,Strategy,,,,,,,,,['And']
1262,Sonic and the Secret Rings,20-Feb-07,"['Sega', 'Sonic Team']",1.9,362,362,['Platform'],3100,18,348,160,Sonic Team,Sega,2007,Feb,AAA,Platform,,,,,,,,,,,['Wii']
1266,Animal Crossing,14-Dec-01,"['Nintendo', 'Nintendo EAD']",3.9,533,533,['Simulator'],3900,51,389,317,Nintendo EAD,Nintendo,2001,Dec,AAA,Simulator,,,,,,0.31,,0.26,,0.05,['N64']
1272,Ni no Kuni II: Revenant Kingdom,23-Mar-18,"['Bandai Namco Entertainment', 'Level-5']",3.3,269,269,"['Adventure', 'RPG']",1700,81,1.5K,537,Level 5,Bandai Namco Entertainment,2018,Mar,AAA,Adventure,RPG,,,,,,,,,,"['PS4', 'PC']"
1273,Metal Gear,13-Jul-87,"['Ultra Games', 'Konami']",2.9,344,344,"['Adventure', 'Shooter']",1900,29,539,213,Konami,Konami,1987,Jul,AAA,Adventure,Shooter,,,,,,,,,,['Series']
1274,Disney's Aladdin,21-Nov-93,['Capcom'],3.4,203,203,"['Adventure', 'Arcade', 'Platform']",2200,9,192,85,Virgin Interactive,Sega,1993,Nov,AAA,Adventure,Arcade,Platform,,,,,,,,,"['GEN', 'SNES']"
1275,Fable II,21-Oct-08,"['Lionhead Studios', 'Microsoft Game Studios']",3.6,310,310,"['Adventure', 'RPG']",3200,22,580,271,Lionhead Studios,Microsoft Game Studios,2008,Oct,AAA,Adventure,RPG,,,,,,,,,,['X360']
1280,F-Zero X,14-Jul-98,"['Nintendo EAD', 'Nintendo']",3.9,354,354,"['Arcade', 'Racing']",1700,15,387,172,Nintendo EAD,Nintendo,1998,Jul,AAA,Arcade,Racing,,,,,,,,,,['N64']
1288,Mega Man 7,24-Mar-95,['Capcom'],3.5,405,405,"['Adventure', 'Platform', 'Shooter']",2400,19,461,139,Capcom,Capcom,1995,Mar,AAA,Adventure,Platform,Shooter,,,,0.28,0.03,0.23,0.01,0.01,['SNES']
1289,Figment,22-Sep-17,['Bedtime Digital Games'],2.8,124,124,"['Adventure', 'Indie', 'Music', 'Platform', 'Puzzle']",183,20,392,35,Bedtime Digital Games,Bedtime Digital Games,2017,Sep,Indie,Adventure,Indie,Music,Platform,Puzzle,,,,,,,['PC']
1292,Metal Gear Solid: The Twin Snakes,9-Mar-04,"['Konami', 'Silicon Knights']",3.6,267,267,['Adventure'],1900,31,619,364,Silicon Knights,Konami,2004,Mar,AAA,Adventure,,,,,,0.47,0.3,0.07,0.08,0.01,['GC']
1293,The Simpsons Game,30-Oct-07,"['Griptonite Games', 'Electronic Arts']",3,200,200,['Platform'],3800,20,283,156,EA Redwood Shores,Electronic Arts,2007,Oct,AAA,Platform,,,,,,0.89,0.38,,0.36,0.14,"['DS', 'PS2', 'PSP', 'X360', 'Wii', 'PS3']"
1294,Mega Man Zero 2,2-May-03,"['Inti Creates', 'Capcom']",3.7,317,317,"['Adventure', 'Platform', 'Shooter']",1900,21,529,180,Inti Creates,Capcom,2003,May,AAA,Adventure,Platform,Shooter,,,,0.43,0.18,0.17,0.07,0.01,['GBA']
1295,Gears 5,9-Sep-19,"['The Coalition', 'Xbox Game Studios']",3.4,382,382,"['Adventure', 'Shooter']",2100,70,589,221,The Coalition,Microsoft Studios,2019,Sep,AAA,Adventure,Shooter,,,,,,,,,,"['XOne', 'PC']"
1299,The Witcher,26-Oct-07,"['Atari', 'CD Projekt RED']",3,220,220,"['Adventure', 'RPG']",1600,57,540,168,CD Projekt Red Studio,CD Projekt,2007,Oct,AAA,Adventure,RPG,,,,,0.06,,,0.05,0.01,"['Series', 'PC']"
1300,Final Fantasy III,24-Aug-06,"['Square', 'Square Enix']",3.1,342,342,"['Adventure', 'RPG']",2600,59,891,290,Matrix Software,Square Enix,2006,Aug,AAA,Adventure,RPG,,,,,,,,,,['DS']
1303,Star Wars: Battlefront,20-Sep-04,"['Pandemic Studios', 'LucasArts']",3.5,255,255,['Shooter'],4100,9,261,109,Pandemic Studios,LucasArts,2004,Sep,AAA,Shooter,,,,,,,,,,,['Series']
1306,Ys: The Oath in Felghana,4-Jul-05,"['Nihon Falcom', 'XSEED Games']",4,311,311,"['Adventure', 'RPG']",1000,32,503,210,Nihon Falcom Corporation,Falcom Corporation,2005,Jul,Indie,Adventure,RPG,,,,,,,,,,['PC']
1307,American McGee's Alice,6-Dec-00,"['Rogue Entertainment', 'Electronic Arts']",3.4,242,242,"['Adventure', 'Platform', 'Puzzle']",1100,42,513,401,Rogue Entertainment,Electronic Arts,2000,Dec,AAA,Adventure,Platform,Puzzle,,,,0.0,,,0.0,0.0,['PC']
1308,Call of Duty,29-Oct-03,"['Infinity Ward', 'Activision']",3.3,274,274,['Shooter'],2800,23,202,136,Infinity Ward,Activision,2003,Oct,AAA,Shooter,,,,,,0.01,,,0.01,0.0,"['Series', 'PC']"
1315,Advance Wars,10-Sep-01,"['Nintendo', 'Intelligent Systems Co., Ltd.']",3.7,266,266,"['Simulator', 'Strategy', 'Tactical', 'Turn Based Strategy']",1900,52,640,266,Intelligent Systems,Nintendo,2001,Sep,AAA,Simulator,Strategy,Tactical,Turn Based Strategy,,,0.7,0.5,,0.19,0.01,['GBA']
1319,WarioWare Gold,27-Jul-18,"['Nintendo of America', 'Nintendo EPD']",3.9,264,264,['Arcade'],1700,35,305,235,Intelligent Systems,Nintendo,2018,Jul,AAA,Arcade,,,,,,0.28,0.11,0.13,0.03,0.01,['3DS']
1320,Dragon Ball: Xenoverse,5-Feb-15,"['Dimps', 'Bandai Namco Entertainment']",2.9,198,198,"['Fighting', 'RPG']",3700,23,229,71,Dimps Corporation,Namco Bandai Games,2015,Feb,AAA,Fighting,RPG,,,,,0.28,0.21,,0.04,0.03,"['PS4', 'PS3', 'PC', 'XOne', 'X360']"
